A1BG-AS1,A2M-AS1,ABCA11P,ABCA17P,ABCC13,ACVR2B-AS1,ADAM21P1,ADCY10P1,ADORA2A-AS1,AFAP1-AS1,AFG3L1P,AGAP2-AS1,AGPAT4-IT1,ALOX12P2,AMZ2P1,ANKRD20A11P,ANKRD36BP1,ANKRD36BP2,ARRDC3-AS1,ASB16-AS1,ATP6V0E2-AS1,ATP8B5P,BAIAP2-AS1,BCDIN3D-AS1,BDNF-AS,BTN2A3P,C1orf220,C1RL-AS1,C22orf34,CA5BP1,CASC15,CASC2,CATSPER2P1,CCDC144B,CCDC183-AS1,CD27-AS1,CDKN2B-AS1,CEBPA-AS1,CECR5-AS1,CECR7,CENPBD1P1,CEP170P1,CFL1P1,CHKB-AS1,CLUHP3,CRHR1-IT1,CROCCP3,CYP2B7P,CYP4F35P,DANCR,DCTN1-AS1,DGCR11,DGCR5,DHRS4-AS1,DICER1-AS1,DPY19L2P2,DSCR9,EHMT1-IT1,EIF3IP1,EMBP1,EMX2OS,ESRG,FAM13A-AS1,FAM182B,FAM35BP,FAM86B3P,FAM86C2P,FAM86DP,FBXL19-AS1,FIRRE,FKBP9P1,FLVCR1-AS1,FMO6P,FOXD2-AS1,FTX,GABPB1,GAS5,GGTA1P,GHRLOS,GLIDR,GNAS-AS1,GOLGA2P5,GUSBP11,GVINP1,H19,HCP5,HLA-F-AS1,HLA-L,HNRNPU-AS1,HOTAIR,HOXA11-AS,HPN-AS1,HSD17B7P2,HTR7P1,IDI2-AS1,IGF2-AS,ILF3-AS1,INE1,INHBA-AS1,ITPK1-AS1,JHDM1D-AS1,JPX,KCNQ1OT1,KIAA0125,KLF3-AS1,KRTAP5-AS1,KTN1-AS1,LINC00032,LINC00094,LINC00115,LINC00152,LINC00158,LINC00173,LINC00174,LINC00202-1,LINC00240,LINC00242,LINC00271,LINC00282,LINC00294,LINC00304,LINC00313,LINC00319,LINC00324,LINC00339,LINC00346,LINC00426,LINC00461,LINC00473,LINC00476,LINC00494,LINC00592,LINC00598,LINC00634,LINC00638,LINC00657,LINC00662,LINC00667,LINC00680,LINC00689,LINC00839,LINC00847,LINC00852,LINC00882,LINC00893,LINC00896,LINC00908,LINC00909,LINC00937,LINC00961,LINC00998,LINC01006,LINC01011,LINC01018,LINC01089,LINC01091,LINC01128,LINC01139,LINC01140,LINC01184,LINC01226,LINC01278,LINC01547,LINC-PINT,LOH12CR2,LPAL2,LRRC75A-AS1,LY86-AS1,MAFG-AS1,MALAT1,MAP3K14-AS1,MAPKAPK5-AS1,MAPT-AS1,MAPT-IT1,MBL1P,MBNL1-AS1,MCM3AP-AS1,MEG3,METTL21EP,MIAT,MIR155HG,MIR17HG,MIR22HG,MIR4697HG,MIR503HG,MIR600HG,MIR99AHG,MIRLET7BHG,MLLT4-AS1,MSL3P1,MZF1-AS1,N4BP2L2-IT2,NAPSB,NBR2,NCF1B,NDUFB2-AS1,NEAT1,NEURL3,NKAPP1,NOP14-AS1,NPY6R,NR2F1-AS1,NSUN5P2,NUDT16P1,NUTM2A-AS1,OSTCP1,PARD6G-AS1,PART1,PAX8-AS1,PAXIP1-AS1,PAXIP1-AS2,PCAT18,PERM1,PIN1P1,PLEKHA8P1,POLR2J4,PPP1R3E,PRKY,PRORSD1P,PSMG3-AS1,PTENP1,PTPRVP,PWAR1,RAMP2-AS1,RAPGEF4-AS1,RMST,RNF216P1,RP9P,RPL13AP20,RPL13AP3,RPL13AP6,RPL31P11,RPLP0P2,SBF1P1,SCARNA10,SCARNA2,SCARNA5,SCARNA6,SCARNA7,SCARNA9,SDHAP1,SERHL,SFTA1P,SLC25A5-AS1,SLC26A4-AS1,SLC6A10P,SMAD5-AS1,SMCR5,SMIM8,SNAI3-AS1,SNAP47,SND1-IT1,SNHG11,SNHG12,SNHG20,SNHG22,SNHG3,SNHG7,SNHG8,SOX2-OT,SPACA6P,SRRM2-AS1,SSR4P1,ST7,ST7-AS1,ST7-OT4,STAG3L4,TCAM1P,TDGF1P3,TDH,TEKT4P2,THAP7-AS1,THUMPD3-AS1,TINCR,TMEM51-AS1,TMPO-AS1,TP73-AS1,TPI1P2,TPM3P9,TPTEP1,TSIX,TTC28-AS1,UBA6-AS1,UCA1,VNN3,WBP11P1,WDFY3-AS2,WEE2-AS1,WWC2-AS2,XIST,ZBTB11-AS1,ZFAS1,ZFHX4-AS1,ZNF192P1,ZNF252P,ZNF280D,ZNF295-AS1,ZNF321P,ZNF37BP,ZNF503-AS2,ZNF542P,ZNF702P,ZNF767P,ZNF876P,ZNRD1-AS1
7.461045,4.300124,7.198187,3.833882,2.229004625,3.887321,1.565402,5.652854,3.017174,2.635151,7.144877,6.98851,0.427928,5.172047,7.722507,0.105946,7.454687,1.565402,3.193425,8.202647,3.913311,4.874143,9.497202,4.635621,5.6607,3.988603,5.192679,6.278035,1.690909,7.627559,4.105955,6.581692,5.318237,2.105946,6.816765,8.107536,1.565402,5.463511,1.105946,5.31541,9.580171,2.105946,2.275871,2.565378,6.687159,7.2450325,5.735314,14.17897,4.963941,10.053595,1.427874,4.427888,3.56539,10.000848,5.799445,1.427874,2.193425,0.105946,0.0488238,4.515347,3.887321,0.105946,6.946327,4.334776,7.116611,4.900374,7.063061,6.51535,7.119979,0.913339,5.048472,2.105946,0.553547333,4.926137,6.240385,8.392389,11.379025,5.548902,3.913311,5.637341,2.193425,9.16733,8.627304,3.56539,10.019222,8.811591,4.552051,3.963936,10.563655,6.86751,0.427928,3.833882,7.704011,8.816765,3.204407,0.913339,8.548902,4.847426,1.893786,0.894054,6.738953,8.407455,6.569564,0.690909,4.661162,6.924476,6.781916,0.468664429,9.688044,3.498276,7.543017,0.894054,5.976322,8.871659,4.900374,2.105946,4.142242,4.581695,2.353888,7.169354,0.894054,0.894054,2.498276,7.474464,7.833879,6.493976,0.309002,0.695397875,0.105946,7.549254,1.591363556,1.893786,0.894054,0.427928,5.498276,13.813857,6.456942,9.769072,6.738953,4.729912,3.275886,8.839304,4.515347,1.105946,6.291033,0.105946,3.498276,7.835579,1.105946,3.150348,8.338379,4.353888,5.820204,2.1328816,8.582705,0.8864171,6.698416,1.565402,4.281884,9.45358,0.894054,9.705406,6.617711,4.255705,6.060155,0.105946,12.280494,0.690909,6.561285,12.895467,4.515347,7.98031,5.372743,4.128326,0.690909,5.488541,4.868707,5.325127,2.105946,7.920172,0.427928,3.56539,7.133865,7.974781,2.427874,8.556139,3.353888,7.045538,4.833877,7.502563,5.028631,5.128326,4.214482,6.454686,2.427874,3.194686,14.292769,1.275901,4.036697,8.407283,1.105946,5.094641,7.1123195,7.690921,7.487502,3.060151,6.295784,7.795957,8.222692,7.954581,6.153846,9.293929,3.660552,0.674626,6.502563,8.524191,6.597731,0.45993075,4.764171,7.593798,8.026311,0.427928,0.427928,6.498276,1.893786,0.894054,6.713289,6.012848,4.847426,2.275871,1.565402,0.427928,5.224901,0.309002,0.894054,0.690909,0.690909,0.427928,0.105946,1.565402,6.929326,7.088951,0.894054,5.660546,1.893786,2.498276,1.105946,0.690909,4.158418,4.105955,7.961528,1.893786,7.745281,6.919739,6.363346,1.565402,4.860844,8.191152,10.328451,4.372743,4.675816,5.629756,4.56539,0.285249,4.618503,1.879914,7.99926,1.275901,0.359662286,0.427928,8.356257,5.760309,8.435755,3.597817,5.879823,5.40159,9.253163,3.427888,6.506838,5.683388,4.017414,8.093833,8.026311,1.275901,0.774803333,3.62952,4.532223,4.644341,3.353888,13.575149,6.045537,9.552525,1.690909,2.62952,10.14007,4.663612,0.105946,5.848503,8.901186,2.036679,8.915726,7.185443,7.150353,4.498276,4.786847
5.212608,4.08765,6.809637,3.158111,0.163753,5.121583,0.251204,2.710658,1.058594,2.161952,7.794249,6.944146,1.251204,5.508606,7.608769,0.251204,7.09984,3.643533,4.228495,6.76672,4.573508,4.992682,8.069799,4.072672,4.516501,2.251204,1.710658,3.384202,0.1705622,8.254032,3.865929,4.181953,4.566456,1.951662,5.937716,7.344159,3.205408,2.951662,1.951662,1.951662,8.889653,1.251204,0.251204,3.608774,5.359743,5.095342,4.205416,0.748796,4.880573,7.891462,0.748796,5.652096,4.084107,10.098157,4.380501,0.573181,1.058594,0.748796,0.748796,6.406035,6.012768,0.573181,4.219997,2.251204,6.5889265,2.058559,6.847407,7.112304,5.880573,4.643533,5.821072,3.158111,0.017144333,4.573144,5.821072,6.804461,9.463105,5.317308,2.774777,7.552713,1.748554,6.364959,6.463931,4.480032,10.623538,6.735032,3.251219,4.006101,8.580878,7.237059,3.158111,1.748554,4.774777,5.109198,3.907718,0.163753,8.259645,4.133859,2.158111,0.748796,6.660608,7.914775,6.217058,1.421156,3.007178,7.023795,5.895072,0.3316966,9.269347,3.006101,8.7635375,1.748554,2.9839883,7.045633,0.163753,0.836167,3.637344,1.573132,1.421156,6.999409,1.748554,1.082048667,5.205412,4.359739,7.475219,9.400329,0.748796,1.85243,0.163753,6.549692,5.045631,0.748796,0.573181,1.951662,3.710647,13.767686,6.168231,6.801963,6.634921,1.748554,3.608774,8.563612,2.774777,0.163753,4.323111,0.163753,1.748554,6.652096,1.748554,2.710658,8.620814,5.205412,5.158107,0.836167,6.489622,4.774777,7.362352,8.305142,3.745947,8.912104,3.205408,9.486034,6.465535,4.518006,4.536619,2.573156,11.628834,0.6317066,6.778694,12.523358,4.006101,8.166603,1.748554,0.748796,0.163753,5.340587,3.310835,5.032577,0.748796,6.370054,1.836167,2.251204,6.895074,6.375338,0.836167,5.48962,2.643533,7.764945,3.865929,7.019401,4.367665,3.608774,7.026004,6.146034,1.251204,4.339316,13.09847,5.480036,4.67748,7.853934,1.748554,8.177513,5.8614335,3.499144,6.146034,2.774777,3.006101,7.0682,6.706544,7.482438,6.72216,5.0567201,5.499144,0.748796,6.090422,6.932456,5.617539,0.573181,4.726951,8.520343,8.215558,0.08594575,0.748796,2.499144,1.748554,0.720349667,8.035852,5.669069,3.677486,2.158111,1.710658,1.710658,5.660606,0.748796,1.748554,0.251204,0.748796,0.251204,0.573181,1.573132,6.916553,9.0666,2.573156,4.726951,1.421156,3.460664,1.836167,1.034406571,2.906564,5.109198,5.518378,0.836167,6.315959,5.702428,5.774779,0.748796,3.338681,7.144973,8.026004,1.573132,3.608774,5.743071,3.295605,0.144648,2.920808,1.522153857,7.604363,5.951655,0.163753,2.158111,6.176029,6.255325,8.749069,10.494093,5.503505,5.959956,6.039119,5.573144,7.155099,4.228495,3.832262,7.454932,8.419889,1.836167,4.937716,3.338681,5.536619,4.058568,1.421156,11.625187,6.749588,9.881029,1.836167,2.1208749,10.120811,0.82171,0.632400857,5.219653,6.710648,3.338681,6.071396,8.575397,7.093568,5.694161,4.571343
7.4176,4.78915,6.745315,0.959844,0.374845,4.834276,3.1822,4.850744,3.802793,3.381588,7.21405,7.423633,2.182216,1.834266,7.287735,1.544782,7.272692,3.929431,3.018705,7.552017,5.554954,4.714696,8.912065,4.117388,6.71661,4.281735,3.622778,6.595999,3.23283,7.054326,4.100313,5.220338,4.98469,4.207737,4.539953,7.3436,1.69964,4.207737,0.959844,5.952275,9.042845,0.959844,1.544782,3.54477,5.524593,6.532023,5.483371,12.101171,3.1822,8.941852,0.959844,5.622775,4.67863,9.665499,4.749888,3.329037,1.625044,1.625044,0.374845,6.732398,3.329037,0.5809836,5.454117,3.584301,7.094632,6.419241,7.175746,7.102767,6.660248,2.696773,5.352126,4.504131,0.625044,4.462308,5.554755,7.84404,10.510556,8.265111,3.419242,6.462309,0.2000117,7.956047,7.608682,9.179784,9.811558,10.642218,4.871819,5.207737,9.392135,5.767165,0.959844,1.625044,5.207737,7.625145,4.550568,1.959807,8.283239,4.129736,0.625044,0.04023,6.993232,7.598848,6.419404,6.16275,3.504951,1.879471,6.136399,0.235168,9.361307,3.959807,6.7483465,1.834266,4.696773,6.435542,4.018705,0.959844,3.119007,3.018705,2.622766,7.629875,1.625044,0.374845,2.767167,6.281737,8.151279,7.092522,4.944704,1.834266,7.59324,7.570834,4.374845,0.219305375,1.374845,0.959844,4.564671,13.356369,5.845871,8.608466,6.269663,6.062957,4.281735,8.789384,4.564671,1.959807,4.726052,1.625044,4.944704,7.639289,1.696795,4.462308,9.245982,6.287736,5.281735,1.182184,7.025898,1.959807,7.366369,6.948493,6.622774,8.415136,1.696795,8.667168,5.996897,6.397214,5.169264,2.696773,12.31415,0.04023,5.775725,12.393447,4.102767,7.76142,1.834266,2.622766,1.696795,5.616878,4.83706,5.374845,0.374845,7.527131,4.8667,4.397214,6.641633,7.116314,3.374845,8.768237,5.68773,5.944702,3.898412,3.898412,6.13746,5.004205,10.274203,8.101064,6.589166,3.661362,12.892823,3.462314,4.156202,8.592102,0.374845,5.858662,6.0489325,6.068333,7.596434,2.281728,3.1822,4.603668,6.232828,7.694519,6.926362,2.696773,5.033057,0.04023,5.826058,7.754723,6.775726,0.625044,3.281743,8.104467,8.223469,0.04023,0.625044,7.229715,0.0035812,0.625044,7.904277,6.440936,5.483371,3.462314,3.504125,1.696795,5.632233,0.278997167,1.544782,1.374845,0.625044,0.04023,1.374845,1.834266,6.188628,8.997813,0.625044,4.732399,1.544782,2.696773,0.625044,0.04023,3.448663,4.850579,7.288036,0.959844,7.067357,6.707196,6.207737,2.075293,5.061349,8.252667,9.424695,0.959844,6.188628,4.483577,5.352126,0.399882,4.791179,1.610874,6.549772,4.23283,0.1267506,0.625044,6.771451,5.090189,7.366369,7.725785,6.774145,5.373944,9.453664,4.440939,6.456995,9.270422,2.79506,7.51953,7.584227,3.929431,4.129736,3.834276,4.696773,6.446309,2.182216,11.783387,6.097722,10.68943,1.959807,2.834286,9.483371,4.167181,0.499303667,7.081999,8.417874,2.898402,8.870701,8.177363,7.354986,4.696773,4.950916
6.967857,5.400623,6.33526,1.745926,4.523531,4.330888,1.0613,5.148023,1.0613,2.846413,6.706754,8.563273,1.523512,4.82121,7.527284,0.789895111,6.531026,3.397995,3.186501,7.920336,4.771458,5.582427,8.945597,4.069092,5.637065,5.430422,4.186501,5.111695,0.523562,8.115989,5.088315,5.680037,3.703045,5.882609,4.067854,6.601844,2.260507,3.938568,1.0613,6.938569,9.17099,2.108491,1.523512,1.745926,4.610995,6.9832015,5.758748,11.308984,1.260507,9.271725,0.5613755,4.892765,4.693459,9.291451,4.330888,2.84547,1.523512,0.061451,0.41512225,6.414303,7.330886,1.0613,5.008317,4.982962,6.9534175,4.223971,7.031327,6.949796,4.796551,3.582424,7.512217,4.02603,1.0613,5.553281,5.330888,7.902014,10.36693,7.955378,2.84547,6.313609,0.523562,7.020719,6.852296,6.422384,12.616179,9.741893,4.36181,4.639006,8.982895,0.061451,3.639012,0.938549,5.523531,6.304892,1.780562,3.84546,8.044478,3.582424,0.061451,0.1444182,6.560622,7.963709,6.752351,2.108491,4.225082,4.108491,5.960938,0.061451,9.657299,2.639001,8.6478375,0.394734,3.186501,5.892765,4.364832,2.397995,4.922702,3.582424,0.938549,8.07556,1.0613,0.394734,1.523512,5.610995,7.237778,6.652815,0.938549,1.0613,1.0613,6.565593,2.260507,0.344388,0.523562,1.0613,4.693459,13.576496,5.364835,10.085704,7.369022,1.829971,4.66649,9.166245,2.639001,1.938587,3.294709,1.0613,1.260507,7.246909,0.249867714,4.745926,8.861897,6.260498,5.719928,3.397995,6.560622,0.061451,6.802755,4.148023,7.190809,8.94279,0.263527286,9.138242,6.186497,5.330888,4.430426,1.938587,12.085297,0.3113755,7.360634,11.750793,4.067854,7.906228,4.582424,4.523531,2.523537,5.850739,4.234662,6.108495,2.523537,7.108845,2.938568,0.938549,7.758748,4.582424,2.639001,5.84546,6.176975,3.693454,3.260492,5.108495,4.149975,4.493161,7.466046,8.145584,3.745926,4.065374,11.895127,3.745926,3.186501,7.39114,0.061451,7.385653,4.6011205,6.851459,7.195957,2.108491,4.66649,3.89277,6.575194,6.251452,5.584875,7.802755,4.915851,1.0613,6.195958,7.602981,5.892765,0.463873333,4.02603,7.512217,8.438415,0.98841525,0.938549,4.982962,0.1200036,0.202743,8.674972,7.21934,5.27842,3.745926,1.938587,0.523562,7.932923,0.199729667,0.523562,0.523562,0.523562,1.0613,1.745926,2.108491,6.118478,7.181744,3.108491,4.2605,1.938587,2.397995,3.186501,0.061451,2.639001,5.088315,4.994068,0.523562,7.052728,6.784059,5.960938,1.523512,4.639006,8.844408,9.0484,0.9128061,4.223971,2.523537,5.148023,0.552082,4.452062,0.728017,5.313609,1.260507,0.199729667,1.0613,7.614527,6.057199,6.949796,8.018054,4.532523,5.560767,8.718289,2.523537,5.808933,7.549594,2.521126,6.935127,7.515999,1.7575695,0.9013274,2.745926,4.610995,5.004659,3.330888,11.271451,6.086283,10.243491,4.430426,1.938587,9.097179,3.420779,0.938549,5.026034,8.065274,4.067854,7.815086,5.639009,6.477728,3.260492,4.632611
7.753666,4.484454,6.563611,2.585924,7.775749,4.755849,1.000937,4.438366,3.876085,2.420509,7.852711,8.277335,2.416002,0.415975,8.050811,3.585924,6.89578,6.109486,4.955159,8.215686,5.261741,4.970587,9.326642,4.455577,6.235668,4.907852,5.850627,7.214244,2.32288,7.675743,4.875431,6.465849,3.671497,3.939565,6.398993,8.751021,2.116431,5.393279,1.583809,6.600875,9.532344,1.000937,1.583809,0.415975,7.427227,6.9928695,6.432807,3.503463,7.563205,8.538828,1.223361,4.030707,4.71978,9.443754,5.575872,5.210416,0.737946,0.584025,1.583809,4.791038,5.322891,1.583809,5.797457,5.71978,7.0715275,4.773553,6.398993,7.119903,7.289443,3.842265,5.635168,4.322887,0.130976667,6.54012,6.088426,7.906931,10.686587,6.82539,2.116431,6.492815,1.583809,9.533643,8.517502,6.742429,11.445977,9.003777,5.238221,4.663925,11.361606,9.097238,2.32288,1.415975,7.343777,7.133677,2.89755,2.32288,7.465848,5.298644,1.583809,0.584025,8.077778,8.250471,6.993429,3.773553,4.925539,4.298644,5.170886,1.583809,9.197343,4.682787,7.9358875,0.416810429,0.00101,7.588427,2.808323,2.808323,3.409214,1.737946,4.585924,7.063458,0.722274667,0.00101,3.223361,5.899816,7.500808,6.008458,3.000955,1.583809,3.223361,6.245342,1.737946,0.00101,0.584025,1.737946,5.393279,13.21209,5.334861,8.993428,7.415999,2.467384,1.737946,9.002389,3.663925,3.000955,5.878544,0.584025,4.482087,7.86927,2.116431,2.875426,8.712916,5.764728,5.791038,0.584025,9.765834,0.737946,7.573347,1.000937,6.503463,9.419518,2.939565,8.619348,6.19736,5.545283,4.248892,2.116431,12.066939,0.555608,6.550427,11.99516,4.460395,8.482439,2.32288,2.663937,1.415975,6.112341,5.037321,7.277087,0.00101,8.390414,4.248892,4.955159,6.673387,7.098994,4.64482,7.858943,5.059857,5.86721,2.737925,4.059857,5.281301,5.322891,6.109486,7.370196,4.524521,3.699185,12.892113,7.654404,4.503463,7.892138,0.737946,6.352637,7.8557785,6.236179,6.62057,1.585924,3.808313,1.875426,6.24889,7.11644,6.51013,6.966747,4.248892,1.583809,6.358514,8.21934,6.398993,0.737946,4.298644,6.90384,8.439754,0.415975,1.000937,8.676919,1.583809,0.584025,7.964821,6.947381,5.059857,2.663937,1.000937,0.00101,6.15071,0.584025,0.415975,0.00101,1.583809,0.737946,0.415975,1.875426,7.654404,7.277087,0.584025,4.482087,0.00101,1.000937,1.000937,1.583809,1.598699,3.808313,7.204522,1.000937,7.86089,7.514031,6.223355,3.370192,5.310816,8.597798,8.762513,1.415975,5.86721,5.197492,4.000964,0.510253,4.919984,0.010390125,7.1025,0.737946,0.416810429,0.415975,8.35998,4.655741,8.613216,7.154092,6.417577,7.10236,9.526483,4.000964,6.421624,6.123358,5.150438,7.167175,7.319882,3.875436,0.00101,3.773553,3.460389,4.71978,3.223361,14.539162,6.253817,10.841478,3.585924,1.737946,9.553631,4.691936,0.584025,6.561117,9.14647,4.64482,7.355579,7.239367,8.880545,4.482087,4.509392
6.88494,4.911696,5.8743,2.763539,1.158163556,5.481389,1.515612,2.83754,0.515612,5.998372,6.890644,6.559178,0.515612,1.83754,6.983209,0.484388,6.570886,4.270492,2.322966,8.067312,5.351275,4.685531,9.750421,3.995548,5.223654,4.763534,4.039165,5.795354,2.216051,8.887381,5.763531,4.873154,4.572186,4.007456,6.428494,7.723936,2.100574,4.907919,1.484388,5.039165,8.820526,0.515612,1.515612,1.685537,4.763534,5.183229,5.173815,4.188029,2.216051,9.195084,0.0273078,4.801009,4.322959,8.960784,4.100566,2.322966,0.484388,1.484388,0.484388,5.130313,5.492885,1.484388,4.133843,3.422489,6.9227455,1.685537,6.452241,6.873156,7.894983,4.469801,7.229849,4.782393,0.83754,5.296964,4.907919,7.933183,9.62674,7.910066,2.685537,5.715276,0.166760333,6.504288,5.858033,8.353232,10.658987,9.342947,4.239436,4.581695,8.837848,7.722618,2.216051,0.100574,4.725059,7.293681,2.603074,1.322966,8.456652,4.100566,0.073371556,0.8504032,8.758778,7.043081,7.046985,5.492885,2.686321,7.970767,4.782393,0.789400667,9.176456,2.975043,7.556764,1.515612,0.484388,6.734772,4.492885,2.100574,3.213829,0.515612,0.100574,7.283788,1.322966,1.484388,5.624127,5.78239,7.410422,7.549027,3.907919,0.9636535,3.914096,5.276359,3.039173,1.484388,0.484388,1.515612,3.941867,13.330837,5.603065,7.927115,6.695514,2.666984,2.685537,9.015012,3.725054,1.484388,3.26836,0.515612,1.100574,7.744423,0.484388,4.270492,8.795215,7.066351,5.385969,0.83754,7.159461,1.515612,7.385968,5.434468,7.249297,8.886291,3.100574,8.045034,6.787067,5.715276,4.62413,1.685537,11.902544,0.515612,6.886292,10.601475,5.243524,7.757992,3.179724444,1.834250778,1.83754,5.772237,4.897236,4.725059,0.04258675,6.880439,4.469801,2.422502,7.019429,3.270484,4.039165,6.991337,6.428494,2.322966,3.422489,8.8599,5.126184,3.603063,8.905773,6.434468,5.188029,4.51628,12.367353,2.763539,3.941867,8.736164,0.484388,7.361094,6.4503475,5.115516,7.404347,1.975043,4.603068,6.828487,7.236703,6.532412,5.936744,4.469801,5.537973,0.100574,7.472706,7.351149,4.890641,1.975043,4.100566,8.883019,8.293681,0.550860429,0.376547143,5.054762,0.220227667,0.128409,8.831422,6.777698,4.270492,1.975043,2.763539,1.83754,5.50429,0.057348,0.515612,1.685537,0.515612,0.515612,0.484388,1.515612,6.5763,8.733574,1.100574,4.296964,0.529971,3.603063,2.322966,0.484388,2.152508,4.958546,5.548036,0.817721333,6.347924,6.452241,5.023397,2.322966,3.975034,7.424987,8.133989,0.515612,4.62413,4.725059,5.348494,0.44183,3.985491,1.055816571,5.039165,3.159468,0.100574,1.100574,7.749224,5.640656,6.995384,9.032289,6.741631,5.549247,9.296964,4.705431,6.975035,7.524032,4.318317,6.593275,8.557222,0.100574,4.446342,2.422502,4.007456,4.15946,2.515612,12.126765,6.349569,11.206475,2.100574,1.322966,8.798692,5.427056,0.484388,5.896022,6.8599,5.729341,8.416471,8.001434,6.504288,4.446342,4.148747
7.711012,3.546154,6.762802,1.95758,7.267451,4.417029,1.179957,3.179989,1.627271,2.622837,5.730183,8.033216,0.4862685,2.764941,7.683245,1.372618,6.823844,3.4601,3.230618,7.13425,4.782194,5.1141,9.304847,3.763571,5.720388,3.230618,2.620563,4.885018,0.372618,7.134184,2.620563,5.911792,4.699241,4.601453,6.068209,7.056224,1.694568,5.179989,0.694568,1.95758,8.697938,0.627271,0.372618,2.279531,3.542555,5.535424,4.395001,11.948644,6.30337,8.857455,0.627271,4.972546,0.372618,10.140068,2.460087,0.372618,1.627271,1.627271,0.627271,5.338417,3.016496,0.269311714,2.359943,3.987339,7.1208565,3.230618,6.326829,6.361317,5.522379,1.627271,6.389441,2.279531,0.212066571,4.764951,4.562456,7.005337,9.660345,7.574756,1.542555,5.685514,0.627271,6.273499,4.438719,3.230618,7.537539,8.18481,2.71319,2.279531,7.786176,1.95758,0.627271,0.042457,4.522382,6.927221,0.51339,0.206200111,7.117466,2.896194,0.627271,1.627271,5.001987,7.769238,4.896194,1.627271,2.694568,5.712483,6.230614,1.3103082,9.539335,1.95758,7.8115615,0.2459122,2.83206,5.63942,0.042457,1.542555,3.016496,3.764951,0.372618,6.803085,1.293937667,1.460604333,0.6705547,6.653403,7.557508,5.522379,0.372618,0.00828,0.042457,5.638951,1.627271,1.400869,0.627271,0.627271,4.601453,13.59991,6.330431,7.745498,5.676414,3.430513,1.372618,8.465654,2.279531,0.957617,2.775893,0.042457,4.279523,6.832065,0.291493,3.83206,9.641759,6.326829,5.242999,1.627271,6.236818,1.694568,6.577204,0.627271,5.747672,9.342019,0.34500425,8.816612,6.086877,5.059135,4.942486,1.627271,12.906206,1.627271,6.236818,8.861246,4.694563,7.576201,3.730183,4.045058,0.627271,5.540251,2.473605,1.95758,0.042457,3.730183,1.542555,1.95758,7.093731,4.303372,0.627271,5.994684,4.073075,2.764941,3.179989,6.486375,3.267446,2.620563,5.721362,7.079991,1.179957,3.694925,11.274631,2.073066,3.798901,8.208935,0.334864,4.987344,5.058025,7.825903,7.06263,2.694568,5.26745,8.211836,2.957599,6.199182,6.170035,9.199181,4.832065,1.627271,5.685514,6.931359,6.073073,0.042457,3.83206,7.144122,8.355626,1.627271,0.7120265,7.321,1.227271,1.627271,7.599045,5.030844,4.832065,2.896194,0.957617,1.694568,4.016487,0.627271,0.042457,0.196677429,1.627271,1.627271,0.643102,0.627271,5.460094,8.381061,1.95758,3.896194,0.627271,0.372618,1.179957,1.627271,2.114634,3.417029,7.136508,0.8094955,6.319305,4.501917,5.19281,0.020220125,2.694568,7.855763,8.194406,5.542558,3.65804,3.620563,3.987339,1.613079,4.35266,0.627271,6.611037,0.141791833,1.627271,1.627271,7.103952,5.331591,5.832065,3.326825,4.027986,5.503975,8.479849,4.100549,5.80726,3.987339,4.427479,6.417955,8.292986,1.627271,1.627271,3.016496,3.798901,5.372294,1.179957,11.436789,5.919681,9.895704,1.627271,1.95758,9.637661,4.623592,0.627271,5.142536,7.297445,0.372618,8.696813,7.983657,5.69456,4.100549,3.970163
