C10orf10,C10orf54,C10orf90,C14orf180,C17orf51,C1orf43,COL10A1,E2F7,E2F8,EBF1,EBF3,ECE2,ECHDC1,FBLN5,FBXO31,FBXW7,FEN1,FERMT2,FGD4,FGF1,FGF17,FGF2,FGF9,FHL1,FHL5,FIGF,FIGN,FLRT2,FLVCR1,FN1,FOSB,FOXM1,FOXN3,FOXO1,FOXO4,FREM1,FRMD1,FRMD3,FRMD4A,FXYD6,FZD4,GABARAPL1,GABRE,GALNT15,GAS2,GBA,GCOM1,GDF10,GDF5,GFAP,GHR,GID4,GIMAP6,GIMAP8,GINS1,GIPC2,GJB2,GLYAT,GNAI1,GNAL,GNE,GOLGA6L10,GPAM,GPD1,GPIHBP1,GPLD1,GPR146,GPR17,GPRASP1,GPRASP2,GPRC5A,GPRC5B,GPRIN1,GPX3,GRASP,GRIA1,GRM4,GRM8,GSTM5,GTSE1,GULP1,GYG2,GYPC,HGH1,HIF3A,HJURP,HLF,HM13,HMGB3,HMMR,HN1,HN1L,HNRNPA2B1,HNRNPAB,HNRNPU,HOXA3,HOXA7,HOXA9,HRCT1,HSPA5,HSPB6,HSPB7,HTR1D,HYAL1,IBSP,ID4,IGF1,IGF2,IGSF10,IL21R,IL33,ING3,INHBA,INMT,IQGAP3,IQSEC3,IRS2,ISM1,ITGA9,ITIH5,ITM2A,JADE1,JPH2,JUN,KANK1,KAT2B,KCNAB1,KCNB1,KCNE1,KCNIP2,KCNJ16,KCNMB1,KCTD12,KCTD5,KDM5B,KIAA0101,KIAA0355,KIAA0408,KIAA1211,KIAA1456,KIAA1614,KIF11,KIF14,KIF15,KIF18A,KIF23,KIF26A,KIF26B,KIF2C,KIF4A,KIT,KL,KLB,KLF11,KLF15,KLF4,KLF6,KLF8,KLF9,KLHDC1,KLHL13,KLHL21,KLHL29,KLHL3,KLHL31,KNOP1,KY,L3MBTL4,LAGE3,LARP6,LCN10,LDB2,LEPR,LETMD1,LGR4,LHFP,LHX6,LIFR,LIMS2,LMNB1,LMO2,LMOD1,LONRF1,LOXL4,LPL,LRCH1,LRCH2,LRCH4,LRP4,LRRC15,LRRC2,LRRC34,LRRC59,LRRN3,LRRTM2,LSM4,LURAP1,LYSMD4,LYVE1,MAB21L1,MAD2L1,MAFF,MAGI1,MAMDC2,MAML2,MAOA,MAP1LC3C,MAP3K8,MAP7D3,MAPKAPK2,MASP1,MRPL3,MRPL42,MSRA,MSRB3,MTHFD2,MTMR10,MTURN,MYCT1,MYEOV,MYH11,MYL9,MYLK,MYOC,MYOCD,N4BP2L1,NAALAD2,NABP2,NACC1,NAT8L,NATD1,NCALD,NCAPG,NCAPH,NDE1,NDEL1,NDN,NDRG2,NDUFAF6,NECAB1,NEK2,NES,NFAT5,NFIA,NFIB,NLGN1,NLRP1,NMNAT2,NMT2,NMUR1,NNAT,NOD1,NODAL,NOTCH4,NPHP3,NPR1,NPY2R,NR3C1,NR3C2,NRG2,NRIP2,NRN1,NRXN1,NTRK2,NUAK2,NUDT16L1,NUSAP1,NYAP1,OGN,OLR1,ORC6,OSBPL1A,OSR1,P2RX6,P4HA3,PACSIN1,PAGR1,PALM2-AKAP2,PAMR1,PAQR4,PARK2,PARN,PARP1,PBK,PCDH11Y,PCDH17,RAD51AP1,RAPGEF2,RAPGEF3,RB1,RBFOX2,RBMS2,RBMS3,RCBTB2,RCC2,RELN,RERE,REV3L,RFC2,RGL1,RGMA,RGS6,RGS7BP,RHOJ,RIMS3,RMI1,RMI2,RND3,RNF112,RNF125,RNF150,RNF180,RNF187,RNF38,RNFT2,ROBO4,RP1L1,RPS6KA3,RRM2,RSPO3,RUNDC3B,RUNX1T1,RUSC1,RYR3,S100B,S1PR1,SACS,SAE1,SAMD4A,SAMD5,SASH1,SAV1,SCARA5,SCN11A,SCN2B,SCN3A,SCN3B,SCN4A,SCN4B,SCN5A,SCN9A,SDPR,SEC14L1,SEMA3D,SEMA3G,SEMA6A,SEMA6D,SEPHS2,SERINC1,SERINC3,SERINC5,SFRP1,SFXN1,SGK2,SGOL1,SH3BGRL2,SH3D19,SH3TC2,SHCBP1,SHE,SHISA3,SIK2,SIRPA,SKA1,SKA3,SLC16A12,SLC16A7,SLC17A7,SLC19A3,SLC20A1,SLC22A3,SLC24A2,SLC25A27,SLC25A44,SLC27A1,SLC2A4,SLC35A2,SLC37A1,SLC39A11,SLC50A1,SLC6A2,SMC4,SMG7,SMIM10,SMYD1,SMYD4,SNCA,SNRNP25,SNRPE,SNTB2,SOBP,SOCS2,SOD3,SORBS1,SOX12,SOX17,SOX5,SOX7,SPATS2,SPC25,SPG20,SPRY1,SPRY2,SPTBN1,SRP9,SRPRB,SRPX,SRSF1,SRXN1,SSPN,SSTR1,SSX2IP,ST6GALNAC3,STAT5A,STAT5B,STAU1,TBRG1,TCEAL7,TCF4,TCF7L2,TDRD10,TDRD6,TEF,TEK,TENM1,TFPI,TGFBR2,TGFBR3,THRA,THRB,TIMELESS,TIMM17A,TINAGL1,TK1,TK2,TLE4,TLN2,TM4SF18,TMED2,TMED3,TMEM100,TMEM132C,TMEM178A,TMEM206,TMEM220,TMEM237,TMEM245,TMEM246,TMEM255A,TMEM47,TMEM63B,TMEM8A,TMEM9,TMOD1,TSPAN17,TSPAN7,TSPYL2,TTC28,TTLL11,TTYH1,TUB,TUBE1,TUFT1,TUSC5,TXNIP,UBAP2L,UBE2I,UBQLN4,UHRF1,UNC5B,USP44,USP53,UTRN,VAMP2,VANGL1,VCAN,VIP,VIT,WASF3,WBP4,WIF1,WISP1,WSCD1,XPNPEP2,YAP1,YPEL4,ZBTB4,ZC3H12B,ZC3H12C,ZDBF2,ZDHHC17,ZEB1,ZEB2,ZHX3,ZNF106,ZNF660,ZNF677,ZNF781,ZWILCH,ZWINT
8.480998,7.609784,0.105946,2.749813,5.976322,13.138133,11.216279,4.334776,3.69092,6.617711,5.150353,6.270865,8.356257,8.671061,8.121373,8.269608,9.003048,9.096772,8.198716,7.144877,1.893786,10.900265,0.894054,7.821921,3.498276,1.565402,2.62952,6.988602,8.278386,15.763116,8.138004,7.920894,8.795956,8.774843,8.62952,3.532217,1.690909,5.489662,9.148897,6.960827,9.334969,9.788075,3.913311,7.048473,3.012855,11.268822,7.809239,3.150348,2.213658,1.105946,7.607796,8.395977,8.280884,6.672012,6.581692,2.353888,8.883214,1.893786,6.860846,4.214482,9.107366,6.235241,8.992417,8.078938,4.295782,2.963936,5.224901,0.913339,6.679605,8.661506,11.701332,7.895492,6.117186,8.142132,5.409741,1.690909,8.289594,3.193425,2.963936,6.048474,5.70587,9.010593,6.96394,8.76417,0.913339,6.601814,6.476646,11.486866,9.030028,6.672012,10.257292,12.900506,14.257688,10.632683,13.982523,3.463505,4.374427,3.69092,3.275886,14.236328,6.731667,4.705873,3.913311,3.315407,3.56539,5.51535,7.211867,10.482694,5.988601,4.505986,5.117184,6.32996,8.404021,3.749813,8.369227,1.105946,7.119979,4.900374,6.935681,6.753417,6.64899,9.718366,4.193425,12.180769,10.615733,8.908475,5.203992,1.275901,0.690909,5.255705,1.893786,6.117186,9.966269,9.299484,12.298559,6.942009,9.236529,2.098723,6.932507,6.991654,4.503419,8.446921,6.38673,6.445808,5.668201,7.847425,5.203992,8.352699,6.816765,7.337179,6.20399,4.083239,5.275882,8.990892,4.581695,8.879922,10.953799,5.945163,10.275883,6.637339,3.62952,10.33718,4.963941,6.577634,5.112929,9.699816,1.275901,3.988603,7.985541,5.31541,0.309002,6.854152,6.128992,10.042964,7.683387,8.148985,5.621659,9.397129,7.196071,8.623628,6.820204,7.248065,7.816765,4.764171,8.203991,8.869171,3.887321,8.690921,5.172047,11.382228,1.105946,5.540585,11.940981,4.749813,2.565378,9.88198,4.445098,5.751906,3.391355,3.150348,6.827058,6.827058,9.87786,5.118638,6.553041,8.283378,0.913339,7.312973,5.071741,13.302407,1.913301,10.844051,9.729383,7.496128,8.683387,10.851423,9.873547,11.034847,6.39136,0.690909,8.121443,11.313888,9.951056,1.893786,0.427928,7.548902,3.833882,9.722507,10.96937,5.764171,8.5217,8.774843,7.281209,6.270865,10.417125,9.696077,6.913313,10.104196,8.155807,3.315407,8.122766,9.115787,10.066684,11.011909,7.726178,1.690909,6.56539,3.353888,6.652852,1.913301,4.581695,8.547865,1.427874,8.425631,8.331166,6.088951,0.8101835,9.909282,7.24551,0.427928,5.557168,6.030771,1.105946,7.938849,7.709585,10.068854,8.672012,0.309002,7.0918,8.485337,4.675816,10.935483,4.036697,1.806407,6.601814,6.679605,10.890391,8.413398,6.094644,8.70483,4.660546,11.049389,13.156785,6.833879,0.351114111,7.24551,6.285868,9.159884,8.663939,10.448033,10.681498,9.450243,4.532223,7.201355,11.572927,1.275901,12.199954,9.799445,10.289904,7.258243,5.827057,0.427928,1.105946,5.970145,7.012849,9.205964,6.209247,8.987072,1.690909,8.668201,3.353888,6.827058,11.981996,10.220026,5.62952,8.052865,0.690909,7.990129,8.620673,4.128326,3.060151,4.372743,10.598563,2.427874,4.372743,7.496128,8.096063,10.806398,7.897121,3.498276,10.641477,9.662943,2.749813,1.105946,3.275886,2.860844,2.749813,4.900374,6.694673,1.275901,1.427874,5.900374,9.802057,4.833877,9.038173,8.523811,8.41088,11.912206,13.085428,11.579918,7.658627,6.994702,9.139381,4.720667,4.913315,6.660548,10.154105,3.427888,5.675813,6.716983,0.427928,9.261409,8.722507,4.860844,5.939925,2.565378,3.463505,0.913339,5.334776,10.360692,1.105946,5.581692,3.56539,10.54241,9.453026,3.69092,10.297635,9.917333,10.051402,11.769072,0.309002,10.164627,11.785548,3.963936,1.913301,8.26583,4.315414,10.115087,10.090733,9.312973,4.515347,7.859175,5.75701,11.152912,9.727094,4.036697,2.105946,5.409829,9.586749,5.637341,10.934293,7.627559,5.764171,12.957512,13.404415,10.404594,6.395978,12.559358,10.231049,7.81159,1.565402,9.701216,5.182776,10.093933,10.81784,11.80412,9.26053,4.012846,9.568461,9.161241,2.012855,0.427928,9.878273,7.423371,1.690909,6.617711,9.725261,10.299792,9.427182,9.703545,8.987072,10.542149,7.534318,9.758355,9.730754,6.358623,10.145546,7.20399,12.912004,12.318683,2.860844,4.295782,3.660552,7.5217,6.418841,8.809862,11.33733,3.806396,4.548899,10.347346,10.989747,10.26835,11.668797,4.539252,9.393671,6.781916,8.845739,8.488118,6.122766,2.860844,7.639288,7.480998,10.940429,6.188108,12.447547,12.477054,11.155977,10.893045,7.080373,11.991941,0.309002,9.757907,11.663661,11.156147,10.76283,12.366657,0.105946,3.778387,7.142132,8.372745,1.893786,8.424501,3.56539,0.690909,11.808564,1.105946,11.728697,4.353888,5.589775,6.32996,8.953799,8.990831,8.105958,10.026311,11.509769,3.315407,5.893862,3.778387,8.261346,8.616723
8.441041,7.173057,0.748796,0.757263833,6.359741,12.345129,12.741441,7.403501,8.138437,6.809637,5.096709,7.733016,7.458231,9.182693,9.283951,9.919659,10.076971,10.168216,8.812505,7.768886,0.224949333,4.719474,1.748554,8.33868,4.228495,0.748796,3.205408,6.858547,8.144519,17.611991,6.582133,9.720278,9.691567,9.351879,7.44351,0.251204,0.1732589,3.006101,9.597531,7.654229,9.818118,9.607118,2.710658,7.751063,2.251204,11.000248,3.285521,1.573132,1.5298181,1.748554,8.581013,6.673282,7.487231,6.470386,8.677481,1.836167,9.141481,0.270304667,7.248396,3.743073,9.08094,5.573144,8.488427,4.608768,3.499144,2.499144,6.133859,0.163753,5.450888,7.254032,12.064597,8.638157,8.219883,8.022706,4.937716,1.748554,8.519174,4.205416,2.836187,8.710648,6.096707,6.617539,7.012768,9.400964,1.748554,9.294244,5.349248,12.86653,10.668806,8.543492,11.720604,12.683225,13.748351,11.594203,13.90022,4.158111,4.967657,5.045631,1.951662,13.870548,6.102967,5.390767,5.205412,3.058576,5.380501,4.937716,4.851129,10.161646,3.643533,6.091806,11.084107,8.084107,10.102575,3.380494,8.958576,2.421129,8.09984,5.328032,5.851129,5.058572,5.273583,9.600498,5.916553,11.287906,8.596622,9.895974,4.228495,5.058572,0.573181,4.006101,0.730024571,8.85577,10.368535,10.233854,12.299108,8.418635,9.090421,3.649667667,8.891462,2.058559,4.80872,9.631678,7.87875,8.638157,8.029294,9.577084,7.794249,8.613161,9.430504,9.749069,5.193732,3.251219,4.951658,9.385643,2.774777,9.295611,11.75467,8.710648,9.939904,3.058576,8.329368,9.08094,5.071394,5.536619,3.196072,9.437331,1.710658,3.205408,9.631678,6.489622,0.163753,7.164106,6.925267,9.12543,8.693123,8.132331,2.338681,7.953389,7.411088,10.969536,6.895074,7.755042,7.780647,3.774777,6.884212,8.884212,4.032577,9.673807,5.121459,12.348591,2.058559,3.865929,13.117478,3.643533,1.951662,10.444126,3.440647,6.523847,3.836177,2.710658,9.288077,7.64996,8.561829,4.181953,7.09984,4.851129,0.251204,6.536619,6.836179,11.467659,0.748796,11.29202,9.5658,6.064997,9.521512,12.042481,9.413828,9.824391,6.843674,5.239902,6.693621,12.002447,10.080147,0.505804286,0.163753,8.107642,3.460664,9.556139,11.03032,4.006101,8.737046,6.604363,9.528277,8.798111,8.804971,9.801483,7.413608,8.082524,8.381787,3.499144,9.489622,8.362352,10.243093,10.411088,10.417066,0.163753,6.518003,2.89507,8.126198,2.499144,2.499144,7.664845,0.748796,8.181954,7.536619,5.48962,0.1924614,9.240611,6.370157,2.499144,3.460664,6.739057,2.951662,7.889652,7.836179,10.245217,10.726697,1.748554,10.041565,8.659546,7.022706,9.294244,0.251204,0.573181,8.234211,2.058559,9.605951,8.825053,4.380501,11.587336,3.643533,10.064196,13.219974,8.67853,1.748554,8.040751,7.1308,9.333366,6.54992,10.174916,11.116177,8.628048,5.146036,7.893269,11.96127,2.774777,11.876355,9.471595,9.933773,7.472804,3.774777,0.748796,2.421129,6.824865,7.328032,9.509783,8.129268,8.981687,0.251204,6.416124,4.006101,5.28464,11.934431,10.155099,5.999409,7.610966,0.836167,9.195929,11.788678,4.67748,2.251204,3.499144,11.218623,2.89507,3.608774,7.436092,8.208319,11.560693,8.002761,3.774777,10.72619,9.196661,1.710658,2.710658,2.710658,1.656027,3.573144,3.608774,5.239902,0.748796,2.643533,3.710647,10.223479,5.985926,7.265237,6.411089,6.170079,11.113467,12.804486,11.680885,7.884212,5.480036,10.361047,1.679224667,7.928936,6.937717,9.793281,3.89507,8.325358,6.187855,0.748796,9.107642,11.264888,7.052117,8.41645,0.573181,3.380494,1.251204,1.421156,11.168775,5.965463,3.573144,3.677486,10.171942,8.11695,6.290135,10.550425,9.722384,10.057364,10.675383,0.00159125,11.096315,11.775758,4.380501,1.175664833,7.82297,4.536619,9.215558,10.300044,9.938155,4.743068,7.847406,7.176029,8.578769,9.852059,4.923644,3.058576,6.204947,9.455177,8.035852,8.744071,10.527923,7.190796,12.631137,13.222356,10.906971,7.51096,12.361945,11.671835,8.713719,0.251204,9.556139,4.273583,8.838056,9.634921,12.237681,9.061788,4.251219,10.280849,8.573145,2.836187,1.058594,9.852059,7.349248,2.251204,6.876926,10.294586,5.726951,7.862869,9.6333,10.473106,10.880118,5.158107,10.106475,9.268025,8.542387,9.733521,5.652096,13.213932,12.381787,2.158111,2.100103222,4.251219,8.050498,3.836177,9.306499,10.870978,4.851129,4.643533,8.426142,10.361374,10.963959,10.933992,8.923819,10.239901,6.858547,8.74807,7.399312,5.251215,2.158111,6.652096,6.426142,10.239546,1.836167,13.573708,11.952198,11.658883,10.965033,9.448427,11.180475,1.748554,10.292534,10.340998,9.769378,10.745322,13.65253,0.430919,3.743073,7.939467,8.198123,1.2961308,7.673282,5.019399,2.573156,11.070398,1.421156,10.562965,3.710647,8.455788,6.95512,8.942088,9.235108,8.622993,9.979563,10.744572,2.421129,4.006101,2.338681,8.525013,9.836649
11.186622,10.368846,3.374845,1.9087786,6.493788,12.706113,9.157845,6.033057,6.033057,8.025898,7.475509,6.632235,9.831201,10.596434,9.520142,8.961686,9.020505,9.438241,9.133902,8.639289,1.625044,9.238018,6.129734,9.149634,5.767165,4.564671,3.767167,8.779988,8.18059,15.456257,10.513438,8.420852,11.117577,10.052566,9.045503,7.933267,1.625044,6.251363,9.490527,9.11968,11.255767,10.017801,4.898407,8.09936,4.882643,10.497351,8.418885,4.257486,2.544782,5.493788,8.356414,8.057841,10.442617,9.827602,7.501551,6.047272,6.123039,0.625044,7.660248,6.660248,8.886599,6.109557,8.810517,6.018703,6.5843,3.732399,7.451662,3.419242,8.000555,8.202983,11.850073,9.525863,6.329043,9.795333,7.516954,3.898412,0.374845,1.374845,6.509273,6.826058,7.613251,6.754225,8.740075,8.705763,4.564671,6.664865,9.349978,11.446099,8.910122,7.15289,10.125972,11.969964,13.549928,11.337807,13.502438,6.040182,6.899819,5.921741,4.584301,13.529546,8.154566,3.696773,6.754225,6.24521,2.075293,8.836326,10.765015,12.677023,7.519505,7.904824,10.027691,7.971036,6.967304,8.387471,8.772521,4.419242,10.194626,8.106166,8.685459,8.950386,10.224642,9.922223,5.564671,11.334667,9.999642,8.803207,6.123039,3.898412,5.195025,3.660244,4.8667,6.944702,11.993002,9.32977,11.776393,7.354986,9.87519,3.942571,6.971037,7.337742,4.807808,8.774658,6.813639,6.805299,5.982177,8.092523,6.732398,7.004204,7.618021,7.925593,11.279293,6.36353,4.156202,9.246752,5.678627,9.567756,12.504854,7.858662,11.453164,6.109557,8.589166,10.161524,7.033058,7.807388,5.028481,8.391655,4.524597,6.519504,8.231272,6.838371,4.440939,8.506703,9.015335,9.659671,9.373437,9.715253,7.296688,11.723713,9.144684,9.444967,8.877678,9.161933,8.603665,6.952275,7.996898,9.459655,5.967302,9.339187,8.356328,9.991395,4.374845,6.061346,10.587346,7.082205,5.129732,10.356414,4.732047,7.020973,4.156202,5.982177,7.854627,8.682047,9.996898,7.488354,9.50026,8.672909,3.504125,9.210107,7.296688,12.215034,4.129736,10.602462,9.532193,7.029483,9.557241,10.784503,9.600741,9.618615,8.834278,3.801107,11.450461,11.3692,11.644838,2.281728,4.440939,8.497674,4.23283,9.251363,10.646893,4.974759,8.851593,9.586126,7.635225,7.559722,9.182354,9.310011,7.974759,11.081558,8.435542,5.047272,8.301142,10.581556,10.945888,11.029706,11.899633,3.504125,8.789532,5.767165,8.436893,3.075293,3.374845,8.444967,1.696795,9.135566,8.07875,7.915943,6.451663,11.449155,9.057841,5.890546,7.462309,8.024102,5.554755,11.432838,7.380471,9.898408,8.920776,2.182216,8.976617,8.170886,4.584301,11.479445,7.846522,3.504125,6.116313,7.860675,10.067889,10.575862,7.475509,9.594039,6.299659,10.358196,11.85715,7.290726,2.696773,7.443625,6.842452,9.846014,8.484899,10.719974,11.043067,10.145812,6.579417,8.34639,12.085545,6.054328,12.102767,9.402752,9.079615,9.796911,8.162749,3.374845,5.352126,7.991395,7.606068,8.463635,7.260543,11.170886,1.696795,8.685459,6.613252,7.529665,11.538653,10.461978,5.758551,9.268148,2.182216,10.600054,9.183006,6.963561,6.374846,6.446309,9.759091,4.207737,7.085653,10.742261,8.929435,10.757741,8.229715,7.703522,11.270043,9.980326,6.14303,4.784237,5.952275,6.116313,5.033057,6.156206,8.55102,3.018705,5.277282,9.795333,11.197816,5.696776,9.545397,8.674055,8.073551,10.998042,13.042346,11.583386,8.034842,13.142824,10.573598,3.959807,5.195025,9.45633,10.264731,6.498967,6.352126,8.660249,2.834286,9.960278,10.366014,5.952275,6.323213,7.025898,5.293709,4.329045,2.959807,10.618318,6.195025,2.075293,5.8667,10.238645,9.45633,4.641633,9.572063,9.065717,11.360511,10.598546,0.625044,10.033058,11.443625,6.018703,4.352123,8.007842,6.281737,8.865697,9.463635,9.404134,6.594016,8.971036,8.149633,8.877678,9.25443,7.09936,4.440939,7.031843,9.23205,5.544773,10.49184,11.080047,8.931352,12.876746,12.692471,10.431145,8.011471,12.020843,9.958399,9.992773,5.749886,9.120521,7.305584,10.914248,11.448653,11.673482,8.946599,5.68773,11.399294,9.260543,2.696773,3.462314,10.398601,9.404134,4.419242,9.31222,12.403271,10.501874,10.41263,10.112516,9.512478,10.480428,9.466943,9.369907,9.578194,8.691128,9.110402,8.077019,12.723644,11.701416,6.559721,5.982177,4.989557,7.443625,6.402753,9.676914,11.146749,5.723575,7.374846,8.910122,10.603665,9.983101,10.883384,6.881293,9.767164,10.779456,9.047272,9.33918,5.801112,4.397214,6.985872,7.405513,10.293337,3.834276,14.866903,12.146026,10.719974,10.963327,7.35784,10.716643,3.834276,10.305584,12.196122,11.060033,10.135982,12.729027,0.374845,6.34639,8.151279,8.054326,9.390958,8.068333,5.890546,4.622772,11.056085,4.67863,11.349261,5.650971,7.708002,8.015092,9.428772,10.151411,9.989096,10.295943,11.358375,4.23283,5.850579,3.504125,8.789088,8.586735
11.506763,9.393897,2.639001,3.397995,7.818153,12.920939,13.70173,5.004659,5.719928,9.088317,6.66649,7.556955,9.886937,11.59745,8.95259,8.26275,9.334104,10.863753,8.060103,9.814319,1.0613,7.416773,1.523512,10.510322,5.982964,4.745926,4.938568,9.928673,8.105988,18.669864,8.434424,7.725819,10.85706,10.158948,8.971992,6.618049,0.523562,5.128392,9.297869,10.249182,10.438918,9.843956,4.745926,10.139468,3.026039,10.926189,7.923728,4.186501,2.523537,4.29612,8.195957,8.398001,8.904354,8.515998,6.438416,5.047093,11.840945,4.398001,8.406175,7.752351,9.3784,5.821213,10.365358,9.694292,6.833387,4.148023,7.62507,0.938549,7.912984,7.892766,11.557184,9.38875,7.642473,11.07524,6.863382,1.523512,4.982962,4.66649,6.833387,7.269487,7.924411,9.295021,8.989778,9.071712,3.260492,6.988418,8.304892,11.737989,11.068174,7.296121,10.816237,11.091798,13.394025,11.460727,13.424399,6.356422,7.828378,6.62507,5.148023,14.019845,9.179361,6.157737,4.693459,5.523531,4.719928,8.285083,9.380476,13.618766,7.133326,6.439849,7.77462,7.369022,10.052962,5.66649,8.728103,4.523531,11.628131,9.243491,8.373198,8.879617,9.22974,9.254851,5.84546,11.342647,8.944194,8.607454,6.500812,3.330888,4.693459,7.062691,1.745926,7.381513,11.591414,9.423392,11.814703,7.673279,10.095285,5.029422,7.538482,8.200664,6.297791,8.732985,6.71993,5.93857,5.927254,8.542196,6.422384,10.440407,7.618049,7.827313,9.870784,5.582427,6.904354,9.102219,5.29612,9.292819,11.735015,8.115989,10.422889,5.949796,7.553279,9.9308,7.246909,7.118478,5.767657,8.657958,2.260507,6.186497,8.573381,9.084501,1.523512,9.230891,7.642819,9.79888,9.356422,10.76313,6.381514,9.221658,9.554199,9.285083,8.560621,9.567926,8.51977,6.047093,10.730953,9.691786,6.462131,8.970615,7.9799,14.504475,3.462131,4.869309,12.135061,6.057511,4.796551,10.383067,4.917222,7.515772,5.088315,6.015386,7.078121,7.726472,9.190052,8.374781,9.31578,8.510322,3.523537,5.960938,7.805848,12.679931,3.260492,10.678772,9.503672,7.842452,11.531727,9.950496,9.659908,9.981597,8.471899,6.808935,10.633959,13.278071,12.039882,3.4920006,4.148023,7.827313,3.693454,9.613644,10.850336,4.330888,8.94279,9.225127,7.859131,7.047093,9.487035,9.603017,9.57791,10.61761,8.307076,5.758748,8.255982,10.300513,10.46017,10.500335,10.371111,4.108491,8.434424,7.309257,8.103476,2.523537,7.771459,8.404136,2.108491,10.141305,8.442395,8.193598,2.397995,10.832629,6.971993,3.330888,6.808935,8.790319,2.108491,10.421377,8.195957,8.977488,9.030005,1.938587,11.030005,8.647653,5.446365,9.993852,7.442395,0.523562,9.728918,5.982964,9.7473,10.449961,7.123445,8.826095,6.777773,10.598565,11.872444,6.251452,0.523562,8.469951,5.242351,10.006676,8.411504,9.833387,11.238922,10.424545,6.857432,9.127158,11.935572,5.29612,11.397232,9.051009,8.669888,9.821976,9.117234,2.745926,1.938587,8.651097,6.223971,8.39184,6.66649,8.562451,1.938587,7.980229,6.430422,8.138242,11.816429,9.805076,6.91585,9.823503,1.523512,9.814319,9.286191,6.589621,5.59678,7.335174,10.480634,3.938568,5.625069,9.661377,9.389781,10.839436,8.628567,7.515999,10.31578,9.843204,4.869309,3.84546,6.560622,3.84546,4.66649,6.567926,9.271725,4.2605,3.523537,8.067852,10.87226,8.562451,9.386686,9.426409,8.562451,10.90291,13.030253,11.590966,7.866347,11.682983,9.866347,4.067854,4.938568,9.301609,11.332496,4.982962,7.128394,8.237777,1.938587,9.644202,10.761937,5.446365,5.905276,2.260507,4.796551,4.067854,7.186497,11.07492,4.364832,7.426409,4.82121,10.364834,9.869307,5.398001,9.797328,9.640742,11.601905,10.654531,0.523562,10.634668,11.719724,6.875207,4.330888,6.790319,5.84546,9.338381,9.953287,10.135786,7.848463,7.706754,7.935749,10.886206,9.644202,6.652815,5.567926,8.677304,9.486428,5.982964,10.04644,10.564735,8.358529,12.678983,11.944369,10.78641,9.640742,11.995884,10.321734,10.651526,2.84547,8.901465,6.538482,9.870046,10.944194,11.784255,9.076841,6.015386,12.112247,9.77383,3.462131,2.938568,9.94279,9.32551,5.313609,8.84546,12.387718,9.701782,9.533818,8.870784,9.093387,10.364834,9.377361,9.211199,10.184716,8.558789,10.154102,7.642473,13.036025,11.901104,5.446365,5.77146,4.553281,8.235486,6.047093,9.237777,10.732579,6.381514,7.162571,9.676662,10.719109,9.907236,11.834145,7.266571,9.60834,8.732985,8.703441,10.153866,5.821213,4.938568,8.311435,7.264999,9.804303,8.495076,13.431236,12.536622,10.725656,10.787975,6.892766,11.963709,1.938587,9.199489,11.622222,10.528689,10.041201,15.764584,0.175175333,5.27842,8.244631,7.719929,5.148023,10.145584,5.84546,4.582424,11.401327,4.148023,11.170391,5.881085,7.723204,7.51977,9.370067,11.157617,10.240637,9.544049,10.266122,4.186501,5.313609,4.330888,8.509677,8.628567
